Time,Type,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
6950,Pressure,6639.0,6116.0,3479.0,4972.0,4923.0,3172.0,254.0,0.0,,
7000,Pressure,6674.0,6181.0,3495.0,5031.0,4929.0,3188.0,278.0,0.0,,
7050,Pressure,6676.0,6211.0,3546.0,5128.0,4928.0,3267.0,300.0,0.0,,
7100,Pressure,6690.0,6269.0,3647.0,5240.0,4951.0,3423.0,292.0,0.0,,
7150,Pressure,6696.0,6306.0,3683.0,5283.0,4963.0,3570.0,316.0,0.0,,
7200,Pressure,6700.0,6339.0,3739.0,5338.0,4971.0,3659.0,285.0,0.0,,
7250,Pressure,6723.0,6372.0,3786.0,5381.0,4984.0,3731.0,306.0,0.0,,
7300,Pressure,6725.0,6378.0,3784.0,5381.0,4954.0,3733.0,317.0,0.0,,
7350,Pressure,6751.0,6424.0,3824.0,5412.0,4957.0,3777.0,290.0,0.0,,
7400,Pressure,6733.0,6423.0,3856.0,5429.0,4940.0,3866.0,275.0,0.0,,
7450,Pressure,6769.0,6486.0,3922.0,5504.0,4986.0,3959.0,270.0,0.0,,
7500,Pressure,6774.0,6500.0,3940.0,5495.0,4970.0,3979.0,306.0,0.0,,
7550,Pressure,6791.0,6512.0,3962.0,5500.0,4958.0,4005.0,294.0,0.0,,
7600,Pressure,6804.0,6536.0,3979.0,5543.0,4959.0,4034.0,282.0,0.0,,
7650,Pressure,6804.0,6538.0,3999.0,5590.0,4970.0,4068.0,283.0,0.0,,
7700,Pressure,6817.0,6558.0,4048.0,5632.0,4994.0,4123.0,348.0,0.0,,
7750,Pressure,6808.0,6546.0,4058.0,5637.0,4998.0,4152.0,305.0,0.0,,
7800,Pressure,6821.0,6573.0,4103.0,5686.0,5039.0,4212.0,345.0,0.0,,
7850,Pressure,6807.0,6560.0,4089.0,5671.0,5023.0,4189.0,382.0,0.0,,
7900,Pressure,6825.0,6580.0,4125.0,5680.0,5030.0,4193.0,377.0,0.0,,
7950,Pressure,6823.0,6561.0,4101.0,5637.0,4976.0,4150.0,372.0,0.0,,
8000,Pressure,6837.0,6565.0,4105.0,5616.0,4954.0,4146.0,363.0,0.0,,
8050,Pressure,6838.0,6569.0,4118.0,5620.0,4943.0,4144.0,350.0,0.0,,
8100,Pressure,6835.0,6553.0,4076.0,5564.0,4847.0,4088.0,310.0,0.0,,
8150,Pressure,6866.0,6563.0,4028.0,5398.0,4363.0,3910.0,273.0,0.0,,
8200,Pressure,6906.0,6548.0,3769.0,5019.0,2663.0,3216.0,43.0,0.0,,
8250,Pressure,6975.0,6539.0,3113.0,4541.0,1645.0,2172.0,0.0,0.0,,
8300,Pressure,7000.0,6479.0,2868.0,3945.0,639.0,1347.0,0.0,0.0,,
8350,Pressure,7054.0,6457.0,2528.0,3482.0,160.0,516.0,0.0,0.0,,
8400,Pressure,7071.0,6417.0,2112.0,2829.0,0.0,101.0,0.0,0.0,,
8450,Pressure,7098.0,6419.0,2149.0,2408.0,0.0,10.0,0.0,0.0,,
8500,Pressure,7115.0,6416.0,2185.0,2301.0,0.0,15.0,0.0,0.0,,
8550,Pressure,7115.0,6432.0,2334.0,2571.0,0.0,0.0,0.0,0.0,,
8600,Pressure,7147.0,6513.0,2385.0,3169.0,57.0,0.0,0.0,0.0,,
8650,Pressure,7178.0,6633.0,2492.0,3823.0,480.0,42.0,0.0,0.0,,
8700,Pressure,7224.0,6761.0,2656.0,4306.0,1019.0,194.0,0.0,0.0,,
8750,Pressure,7221.0,6786.0,2787.0,4540.0,1328.0,304.0,0.0,0.0,,
8800,Pressure,7208.0,6808.0,2950.0,4779.0,1870.0,623.0,0.0,0.0,,
8850,Pressure,7157.0,6787.0,3028.0,4974.0,2387.0,863.0,0.0,0.0,,
8900,Pressure,7125.0,6791.0,3192.0,5229.0,2911.0,1297.0,0.0,0.0,,
8950,Pressure,7086.0,6815.0,3382.0,5494.0,3480.0,1964.0,0.0,0.0,,
9000,Temperature,,,,,,,,,2773.0,
9000,Humidity,,,,,,,,,,6404.0
9000,Pressure,7006.0,6833.0,3643.0,5834.0,4169.0,2929.0,0.0,0.0,,
9050,Pressure,6881.0,6868.0,4083.0,6189.0,5051.0,4020.0,124.0,0.0,,
9100,Pressure,6539.0,6838.0,4558.0,6554.0,5735.0,5028.0,1326.0,303.0,,
9150,Pressure,5026.0,6734.0,5093.0,6893.0,6293.0,5913.0,3768.0,2216.0,,
9200,Pressure,823.0,5968.0,5534.0,7129.0,6738.0,6396.0,5338.0,4181.0,,
9250,Pressure,0.0,3744.0,5925.0,7297.0,7041.0,6639.0,6163.0,5370.0,,
9300,Pressure,0.0,648.0,5877.0,7275.0,7148.0,6688.0,6470.0,6018.0,,
9350,Pressure,0.0,0.0,5411.0,6935.0,7051.0,3240.0,6537.0,6453.0,,
9400,Pressure,0.0,0.0,4460.0,6253.0,6545.0,0.0,5100.0,6322.0,,
9450,Pressure,0.0,0.0,2007.0,2598.0,4519.0,0.0,1291.0,3402.0,,
9500,Pressure,0.0,0.0,57.0,0.0,360.0,0.0,0.0,0.0,,
9550,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9600,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9650,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9700,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9750,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9800,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9850,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9900,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9950,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10000,Pressure,4267.0,0.0,293.0,0.0,0.0,0.0,0.0,0.0,,
10050,Pressure,6827.0,9.0,719.0,0.0,0.0,0.0,0.0,0.0,,
10100,Pressure,6737.0,3713.0,1185.0,0.0,0.0,0.0,0.0,0.0,,
10150,Pressure,6987.0,6110.0,2670.0,1183.0,0.0,296.0,0.0,0.0,,
10200,Pressure,7094.0,6581.0,3322.0,3190.0,413.0,1272.0,0.0,0.0,,
10250,Pressure,7113.0,6639.0,3250.0,3039.0,550.0,1075.0,0.0,0.0,,
10300,Pressure,7056.0,6532.0,3009.0,3021.0,793.0,931.0,0.0,0.0,,
10350,Pressure,6958.0,6497.0,3015.0,3721.0,1830.0,1386.0,0.0,0.0,,
10400,Pressure,6938.0,6580.0,3140.0,4577.0,2933.0,2198.0,0.0,0.0,,
10450,Pressure,6871.0,6682.0,3451.0,5309.0,3805.0,3275.0,0.0,0.0,,
10500,Pressure,6695.0,6778.0,3939.0,5897.0,4660.0,4264.0,85.0,40.0,,
10550,Pressure,5716.0,6760.0,4692.0,6425.0,5421.0,5346.0,1282.0,773.0,,
10600,Pressure,3515.0,6595.0,5540.0,6944.0,6215.0,6298.0,4612.0,2828.0,,
10650,Pressure,98.0,5452.0,6094.0,7252.0,6705.0,6763.0,6071.0,4806.0,,
10700,Pressure,0.0,1777.0,6356.0,7341.0,6909.0,7097.0,6660.0,6018.0,,
10750,Pressure,0.0,0.0,5943.0,7138.0,6836.0,5350.0,6848.0,6736.0,,
10800,Pressure,0.0,0.0,5363.0,6836.0,6329.0,0.0,5791.0,6660.0,,
10850,Pressure,0.0,0.0,1867.0,2240.0,2762.0,0.0,1056.0,2615.0,,
10900,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10950,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11000,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11050,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11100,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11150,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11200,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11250,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11300,Pressure,2201.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,,
11350,Pressure,6803.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,,
11400,Pressure,7029.0,3013.0,1249.0,0.0,0.0,0.0,0.0,0.0,,
11450,Pressure,7058.0,5973.0,2198.0,163.0,0.0,8.0,0.0,0.0,,
11500,Pressure,7119.0,6487.0,2869.0,942.0,0.0,278.0,0.0,0.0,,
11550,Pressure,7108.0,6604.0,2796.0,1430.0,12.0,729.0,0.0,0.0,,
11600,Pressure,7046.0,6566.0,2619.0,2199.0,662.0,1108.0,0.0,0.0,,
11650,Pressure,6923.0,6492.0,2674.0,3238.0,2404.0,1797.0,0.0,0.0,,
11700,Pressure,6776.0,6508.0,2951.0,4595.0,4445.0,2886.0,0.0,0.0,,
11750,Pressure,6488.0,6591.0,3639.0,5754.0,5762.0,4272.0,325.0,561.0,,
11800,Pressure,5542.0,6511.0,4480.0,6497.0,6512.0,5483.0,3029.0,2960.0,,
11850,Pressure,2241.0,5655.0,5084.0,6947.0,6997.0,6243.0,5350.0,5403.0,,
11900,Pressure,0.0,2289.0,5402.0,7137.0,7242.0,6620.0,6336.0,6523.0,,
11950,Pressure,0.0,0.0,5001.0,7049.0,7329.0,6856.0,6845.0,7130.0,,
12000,Humidity,,,,,,,,,,6254.0
12000,Pressure,0.0,0.0,4283.0,6461.0,7128.0,1526.0,6859.0,7374.0,,
12000,Temperature,,,,,,,,,2785.0,
12050,Pressure,0.0,0.0,2736.0,5087.0,6392.0,0.0,3620.0,6847.0,,
12100,Pressure,0.0,0.0,89.0,0.0,1065.0,248.0,0.0,1130.0,,
12150,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
12200,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
12250,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
12300,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
12350,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
12400,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
12450,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
12500,Pressure,1738.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,,
12550,Pressure,7006.0,185.0,669.0,0.0,0.0,0.0,0.0,0.0,,
12600,Pressure,7060.0,5343.0,2081.0,23.0,0.0,273.0,0.0,0.0,,
12650,Pressure,7035.0,6696.0,3824.0,2602.0,1045.0,2789.0,0.0,0.0,,
12700,Pressure,6748.0,6739.0,4336.0,4819.0,3637.0,4424.0,264.0,0.0,,
12750,Pressure,6053.0,6643.0,4658.0,5430.0,4823.0,4988.0,1352.0,0.0,,
12800,Pressure,5465.0,6509.0,4916.0,5697.0,5375.0,2982.0,3216.0,432.0,,
12850,Pressure,4637.0,6443.0,5262.0,6049.0,5827.0,6330.0,4745.0,1977.0,,
12900,Pressure,3442.0,6341.0,5469.0,6351.0,6199.0,6567.0,5572.0,3797.0,,
12950,Pressure,2013.0,6113.0,5617.0,6559.0,6478.0,6768.0,6058.0,4926.0,,
13000,Pressure,303.0,5478.0,5774.0,6750.0,6719.0,6928.0,6477.0,5651.0,,
13050,Pressure,0.0,4195.0,5856.0,6911.0,6930.0,7061.0,6867.0,6212.0,,
13100,Pressure,0.0,1642.0,5802.0,6995.0,7118.0,7171.0,7134.0,6701.0,,
13150,Pressure,0.0,5.0,5264.0,6827.0,7209.0,7158.0,7255.0,7004.0,,
13200,Pressure,0.0,0.0,3874.0,6302.0,7082.0,0.0,7267.0,7244.0,,
13250,Pressure,0.0,0.0,2949.0,5440.0,6700.0,0.0,6134.0,6975.0,,
13300,Pressure,0.0,0.0,417.0,713.0,2955.0,388.0,844.0,3303.0,,
13350,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
13400,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
13450,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
13500,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
13550,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
13600,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
13650,Pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
13700,Pressure,1162.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,,
13750,Pressure,5998.0,176.0,348.0,0.0,0.0,0.0,0.0,0.0,,
13800,Pressure,6513.0,4962.0,2127.0,106.0,13.0,569.0,0.0,0.0,,
13850,Pressure,6748.0,6080.0,3045.0,1462.0,2306.0,2215.0,0.0,0.0,,
13900,Pressure,6982.0,6490.0,3546.0,3586.0,3760.0,3185.0,114.0,0.0,,
13950,Pressure,7066.0,6732.0,3797.0,4368.0,4117.0,3502.0,225.0,0.0,,
14000,Pressure,7057.0,6740.0,3719.0,4665.0,4361.0,3545.0,245.0,0.0,,
14050,Pressure,6956.0,6633.0,3622.0,4755.0,4573.0,3500.0,276.0,0.0,,
14100,Pressure,6967.0,6655.0,3556.0,4976.0,4854.0,3409.0,313.0,0.0,,
14150,Pressure,6990.0,6705.0,3482.0,5282.0,5051.0,3360.0,352.0,0.0,,
14200,Pressure,7008.0,6786.0,3687.0,5617.0,5351.0,3616.0,573.0,0.0,,
14250,Pressure,6921.0,6832.0,4010.0,5937.0,5692.0,3894.0,1008.0,0.0,,
14300,Pressure,6340.0,6782.0,4468.0,6287.0,6164.0,4769.0,2516.0,602.0,,
14350,Pressure,4332.0,6313.0,4891.0,6658.0,6689.0,5532.0,4614.0,2992.0,,
14400,Pressure,253.0,3679.0,4909.0,6857.0,6981.0,5935.0,5690.0,5239.0,,
14450,Pressure,0.0,93.0,3546.0,6606.0,7034.0,5414.0,5635.0,6154.0,,
